"","station","year","month","day","hour","date","rain","temp","rhum","msl","wdsp","wddir"
"7847","DUBLIN AIRPORT",2017,11,23,22,2017-11-23 22:00:00,0,1.4,89,1005.9,7,260
"7848","DUBLIN AIRPORT",2017,11,23,23,2017-11-23 23:00:00,0,1.7,85,1006,5,240
"7849","DUBLIN AIRPORT",2017,11,24,0,2017-11-24,0,0.9,86,1006.7,6,240
"7850","DUBLIN AIRPORT",2017,11,24,1,2017-11-24 01:00:00,0,1.1,87,1007,6,240
"7851","DUBLIN AIRPORT",2017,11,24,2,2017-11-24 02:00:00,0,1.6,87,1007.6,8,240
"7852","DUBLIN AIRPORT",2017,11,24,3,2017-11-24 03:00:00,0,1.6,85,1008.2,9,240
"7853","DUBLIN AIRPORT",2017,11,24,4,2017-11-24 04:00:00,0,1.2,89,1008.4,10,240
"7854","DUBLIN AIRPORT",2017,11,24,5,2017-11-24 05:00:00,0,1.7,83,1008.8,10,230
"7855","DUBLIN AIRPORT",2017,11,24,6,2017-11-24 06:00:00,0,1.3,87,1009.2,10,240
"7856","DUBLIN AIRPORT",2017,11,24,7,2017-11-24 07:00:00,0,0.7,88,1009.9,11,250
"7857","DUBLIN AIRPORT",2017,11,24,8,2017-11-24 08:00:00,0,0.8,86,1010.6,9,250
"7858","DUBLIN AIRPORT",2017,11,24,9,2017-11-24 09:00:00,0,1.8,82,1010.9,11,250
"7859","DUBLIN AIRPORT",2017,11,24,10,2017-11-24 10:00:00,0,1.5,87,1011.3,17,260
"7860","DUBLIN AIRPORT",2017,11,24,11,2017-11-24 11:00:00,0,3.6,80,1011.1,12,260
"7861","DUBLIN AIRPORT",2017,11,24,12,2017-11-24 12:00:00,0,3.9,83,1011.4,13,270
"7862","DUBLIN AIRPORT",2017,11,24,13,2017-11-24 13:00:00,0.1,3.2,91,1011.6,11,280
"7863","DUBLIN AIRPORT",2017,11,24,14,2017-11-24 14:00:00,0,3.7,88,1011.9,12,270
"7864","DUBLIN AIRPORT",2017,11,24,15,2017-11-24 15:00:00,0,3.1,86,1011.8,14,270
"7865","DUBLIN AIRPORT",2017,11,24,16,2017-11-24 16:00:00,0,2.7,89,1011.8,14,260
"7866","DUBLIN AIRPORT",2017,11,24,17,2017-11-24 17:00:00,0,2.1,89,1012.3,14,260
"7867","DUBLIN AIRPORT",2017,11,24,18,2017-11-24 18:00:00,0,1.8,91,1013,14,260
"7868","DUBLIN AIRPORT",2017,11,24,19,2017-11-24 19:00:00,0,1.3,92,1013.3,11,260
"7869","DUBLIN AIRPORT",2017,11,24,20,2017-11-24 20:00:00,0,0.8,90,1013.4,13,260
"7870","DUBLIN AIRPORT",2017,11,24,21,2017-11-24 21:00:00,0,0.4,92,1013.8,13,260
"7871","DUBLIN AIRPORT",2017,11,24,22,2017-11-24 22:00:00,0,-0.1,96,1014.1,15,260
"7872","DUBLIN AIRPORT",2017,11,24,23,2017-11-24 23:00:00,0,-0.2,94,1014.5,11,270
"7873","DUBLIN AIRPORT",2017,11,25,0,2017-11-25,0,-0.3,96,1014.5,14,260
"7874","DUBLIN AIRPORT",2017,11,25,1,2017-11-25 01:00:00,0,-0.2,94,1014.6,15,250
"7875","DUBLIN AIRPORT",2017,11,25,2,2017-11-25 02:00:00,0,0.4,94,1015,18,270
"7876","DUBLIN AIRPORT",2017,11,25,3,2017-11-25 03:00:00,0,0.5,92,1015.2,15,270
"7877","DUBLIN AIRPORT",2017,11,25,4,2017-11-25 04:00:00,0,0.6,90,1015.4,12,270
"7878","DUBLIN AIRPORT",2017,11,25,5,2017-11-25 05:00:00,0,0.8,92,1015.7,14,270
"7879","DUBLIN AIRPORT",2017,11,25,6,2017-11-25 06:00:00,0,0.6,90,1016.2,17,260
"7880","DUBLIN AIRPORT",2017,11,25,7,2017-11-25 07:00:00,0,0.2,92,1016.7,16,260
"7881","DUBLIN AIRPORT",2017,11,25,8,2017-11-25 08:00:00,0,0.5,92,1017.4,16,270
"7882","DUBLIN AIRPORT",2017,11,25,9,2017-11-25 09:00:00,0,0.7,92,1018.2,15,270
"7883","DUBLIN AIRPORT",2017,11,25,10,2017-11-25 10:00:00,0,1.3,91,1018.8,15,270
"7884","DUBLIN AIRPORT",2017,11,25,11,2017-11-25 11:00:00,0,2.3,89,1019,16,260
"7885","DUBLIN AIRPORT",2017,11,25,12,2017-11-25 12:00:00,0,3.3,86,1018.9,17,270
"7886","DUBLIN AIRPORT",2017,11,25,13,2017-11-25 13:00:00,0,3.9,83,1019.4,16,270
"7887","DUBLIN AIRPORT",2017,11,25,14,2017-11-25 14:00:00,0,4.3,80,1019.7,17,270
"7888","DUBLIN AIRPORT",2017,11,25,15,2017-11-25 15:00:00,0,4.2,80,1020.1,17,270
"7889","DUBLIN AIRPORT",2017,11,25,16,2017-11-25 16:00:00,0,3.2,84,1020.7,15,270
"7890","DUBLIN AIRPORT",2017,11,25,17,2017-11-25 17:00:00,0,2.9,84,1021.2,14,270
"7891","DUBLIN AIRPORT",2017,11,25,18,2017-11-25 18:00:00,0,2.4,87,1021.5,14,270
"7892","DUBLIN AIRPORT",2017,11,25,19,2017-11-25 19:00:00,0,2.2,89,1021.9,15,270
"7893","DUBLIN AIRPORT",2017,11,25,20,2017-11-25 20:00:00,0,2,87,1022.5,16,270
"7894","DUBLIN AIRPORT",2017,11,25,21,2017-11-25 21:00:00,0,1.7,91,1023.3,14,260
"7895","DUBLIN AIRPORT",2017,11,25,22,2017-11-25 22:00:00,0,1.6,91,1023.6,15,260
"7896","DUBLIN AIRPORT",2017,11,25,23,2017-11-25 23:00:00,0,1.6,91,1024.2,14,270
"7897","DUBLIN AIRPORT",2017,11,26,0,2017-11-26,0,1.4,91,1024.3,14,260
"7898","DUBLIN AIRPORT",2017,11,26,1,2017-11-26 01:00:00,0,1.9,89,1024.2,16,260
"7899","DUBLIN AIRPORT",2017,11,26,2,2017-11-26 02:00:00,0,1.3,91,1024.7,15,260
"7900","DUBLIN AIRPORT",2017,11,26,3,2017-11-26 03:00:00,0,1.6,91,1024.8,15,260
"7901","DUBLIN AIRPORT",2017,11,26,4,2017-11-26 04:00:00,0,1.7,91,1024.7,10,270
"7902","DUBLIN AIRPORT",2017,11,26,5,2017-11-26 05:00:00,0,2,89,1024.9,12,260
"7903","DUBLIN AIRPORT",2017,11,26,6,2017-11-26 06:00:00,0,2.5,89,1024.8,12,270
"7904","DUBLIN AIRPORT",2017,11,26,7,2017-11-26 07:00:00,0,2.3,89,1025.5,13,260
"7905","DUBLIN AIRPORT",2017,11,26,8,2017-11-26 08:00:00,0,2.3,87,1025.7,12,250
"7906","DUBLIN AIRPORT",2017,11,26,9,2017-11-26 09:00:00,0,2.6,89,1025.6,12,250
"7907","DUBLIN AIRPORT",2017,11,26,10,2017-11-26 10:00:00,0,3.5,85,1025.5,13,250
"7908","DUBLIN AIRPORT",2017,11,26,11,2017-11-26 11:00:00,0,4,87,1025.4,13,250
"7909","DUBLIN AIRPORT",2017,11,26,12,2017-11-26 12:00:00,0,5.6,86,1024.5,14,250
"7910","DUBLIN AIRPORT",2017,11,26,13,2017-11-26 13:00:00,0,5.7,85,1024.5,16,250
"7911","DUBLIN AIRPORT",2017,11,26,14,2017-11-26 14:00:00,0,6.1,86,1023.7,14,240
"7912","DUBLIN AIRPORT",2017,11,26,15,2017-11-26 15:00:00,0,6.3,91,1022.7,16,240
"7913","DUBLIN AIRPORT",2017,11,26,16,2017-11-26 16:00:00,0,6.1,92,1021.8,14,230
"7914","DUBLIN AIRPORT",2017,11,26,17,2017-11-26 17:00:00,0,6.8,94,1020.8,15,230
"7915","DUBLIN AIRPORT",2017,11,26,18,2017-11-26 18:00:00,0,7.7,93,1019.5,17,230
"7916","DUBLIN AIRPORT",2017,11,26,19,2017-11-26 19:00:00,0.3,7.8,94,1018.7,19,230
"7917","DUBLIN AIRPORT",2017,11,26,20,2017-11-26 20:00:00,0.7,8.2,93,1017.4,19,230
"7918","DUBLIN AIRPORT",2017,11,26,21,2017-11-26 21:00:00,0.3,8.3,93,1015.8,20,230
"7919","DUBLIN AIRPORT",2017,11,26,22,2017-11-26 22:00:00,0.4,8.7,96,1014.8,21,230
"7920","DUBLIN AIRPORT",2017,11,26,23,2017-11-26 23:00:00,1.5,8.7,96,1015,21,230
"7921","DUBLIN AIRPORT",2017,11,27,0,2017-11-27,0.1,8.2,93,1014.6,16,260
"7922","DUBLIN AIRPORT",2017,11,27,1,2017-11-27 01:00:00,0,8.3,92,1014.7,16,260
"7923","DUBLIN AIRPORT",2017,11,27,2,2017-11-27 02:00:00,0,7.9,91,1014.5,19,260
"7924","DUBLIN AIRPORT",2017,11,27,3,2017-11-27 03:00:00,0,7.6,90,1014.4,17,260
"7925","DUBLIN AIRPORT",2017,11,27,4,2017-11-27 04:00:00,0.1,7,90,1014.4,16,270
"7926","DUBLIN AIRPORT",2017,11,27,5,2017-11-27 05:00:00,0,6.7,88,1014,15,260
"7927","DUBLIN AIRPORT",2017,11,27,6,2017-11-27 06:00:00,0,6.2,89,1013.7,17,260
"7928","DUBLIN AIRPORT",2017,11,27,7,2017-11-27 07:00:00,0,5.9,89,1013.5,17,260
"7929","DUBLIN AIRPORT",2017,11,27,8,2017-11-27 08:00:00,0,6.1,86,1013.3,20,250
"7930","DUBLIN AIRPORT",2017,11,27,9,2017-11-27 09:00:00,0,6,88,1013,19,250
"7931","DUBLIN AIRPORT",2017,11,27,10,2017-11-27 10:00:00,0,6.2,85,1013,21,260
"7932","DUBLIN AIRPORT",2017,11,27,11,2017-11-27 11:00:00,0,6.3,85,1012.9,18,260
"7933","DUBLIN AIRPORT",2017,11,27,12,2017-11-27 12:00:00,0,6.7,82,1012.7,18,260
"7934","DUBLIN AIRPORT",2017,11,27,13,2017-11-27 13:00:00,0,6.4,82,1012.2,18,260
"7935","DUBLIN AIRPORT",2017,11,27,14,2017-11-27 14:00:00,0,6.1,79,1011.7,18,260
"7936","DUBLIN AIRPORT",2017,11,27,15,2017-11-27 15:00:00,0,6.2,79,1011.2,17,260
"7937","DUBLIN AIRPORT",2017,11,27,16,2017-11-27 16:00:00,0,5,83,1011.2,16,270
"7938","DUBLIN AIRPORT",2017,11,27,17,2017-11-27 17:00:00,0,4.8,86,1010.8,16,260
"7939","DUBLIN AIRPORT",2017,11,27,18,2017-11-27 18:00:00,0,4.6,84,1010.3,17,250
"7940","DUBLIN AIRPORT",2017,11,27,19,2017-11-27 19:00:00,0,4.7,84,1010.1,19,250
"7941","DUBLIN AIRPORT",2017,11,27,20,2017-11-27 20:00:00,0,5,86,1010.2,20,260
"7942","DUBLIN AIRPORT",2017,11,27,21,2017-11-27 21:00:00,0,5.3,87,1010.7,17,270
"7943","DUBLIN AIRPORT",2017,11,27,22,2017-11-27 22:00:00,0,5,90,1011.5,16,280
"7944","DUBLIN AIRPORT",2017,11,27,23,2017-11-27 23:00:00,0,4.2,92,1011.9,14,280
"7945","DUBLIN AIRPORT",2017,11,28,0,2017-11-28,0,3.9,88,1012.7,14,290
"7946","DUBLIN AIRPORT",2017,11,28,1,2017-11-28 01:00:00,0,3.4,91,1013.1,15,300
"7947","DUBLIN AIRPORT",2017,11,28,2,2017-11-28 02:00:00,0,2.8,91,1013.4,10,300
"7948","DUBLIN AIRPORT",2017,11,28,3,2017-11-28 03:00:00,0,2.3,89,1013.2,10,280
"7949","DUBLIN AIRPORT",2017,11,28,4,2017-11-28 04:00:00,0,1.8,93,1013.6,9,280
"7950","DUBLIN AIRPORT",2017,11,28,5,2017-11-28 05:00:00,0,1.2,90,1013.7,8,280
"7951","DUBLIN AIRPORT",2017,11,28,6,2017-11-28 06:00:00,0,1.2,89,1013.8,9,270
"7952","DUBLIN AIRPORT",2017,11,28,7,2017-11-28 07:00:00,0,0.9,90,1014.1,9,270
"7953","DUBLIN AIRPORT",2017,11,28,8,2017-11-28 08:00:00,0,1.1,90,1014.3,12,270
"7954","DUBLIN AIRPORT",2017,11,28,9,2017-11-28 09:00:00,0,1.6,91,1014.3,12,280
"7955","DUBLIN AIRPORT",2017,11,28,10,2017-11-28 10:00:00,0,2.4,91,1014.4,11,280
"7956","DUBLIN AIRPORT",2017,11,28,11,2017-11-28 11:00:00,0,4.4,87,1014.5,13,300
"7957","DUBLIN AIRPORT",2017,11,28,12,2017-11-28 12:00:00,0,5.7,80,1014.6,16,320
"7958","DUBLIN AIRPORT",2017,11,28,13,2017-11-28 13:00:00,0,6.2,79,1014.6,16,320
"7959","DUBLIN AIRPORT",2017,11,28,14,2017-11-28 14:00:00,0,6.5,75,1014.8,15,330
"7960","DUBLIN AIRPORT",2017,11,28,15,2017-11-28 15:00:00,0,5.6,78,1014.7,12,310
"7961","DUBLIN AIRPORT",2017,11,28,16,2017-11-28 16:00:00,0,4.4,82,1015,11,310
"7962","DUBLIN AIRPORT",2017,11,28,17,2017-11-28 17:00:00,0,3.3,85,1015.2,11,300
"7963","DUBLIN AIRPORT",2017,11,28,18,2017-11-28 18:00:00,0,2.8,84,1015.2,11,310
"7964","DUBLIN AIRPORT",2017,11,28,19,2017-11-28 19:00:00,0,2.8,88,1015.3,13,300
"7965","DUBLIN AIRPORT",2017,11,28,20,2017-11-28 20:00:00,0,2.3,91,1015.6,12,310
"7966","DUBLIN AIRPORT",2017,11,28,21,2017-11-28 21:00:00,0,1.8,93,1016.1,11,310
"7967","DUBLIN AIRPORT",2017,11,28,22,2017-11-28 22:00:00,0,2,89,1016.6,10,300
"7968","DUBLIN AIRPORT",2017,11,28,23,2017-11-28 23:00:00,0,1.2,92,1016.9,11,320
"7969","DUBLIN AIRPORT",2017,11,29,0,2017-11-29,0,1.1,92,1017.2,11,320
"7970","DUBLIN AIRPORT",2017,11,29,1,2017-11-29 01:00:00,0,1.1,90,1017.2,10,310
"7971","DUBLIN AIRPORT",2017,11,29,2,2017-11-29 02:00:00,0,1.2,89,1017.4,9,310
"7972","DUBLIN AIRPORT",2017,11,29,3,2017-11-29 03:00:00,0,0.9,90,1017.6,9,300
"7973","DUBLIN AIRPORT",2017,11,29,4,2017-11-29 04:00:00,0,0.9,90,1017.5,8,310
"7974","DUBLIN AIRPORT",2017,11,29,5,2017-11-29 05:00:00,0,1.1,89,1017.8,12,310
"7975","DUBLIN AIRPORT",2017,11,29,6,2017-11-29 06:00:00,0,1.2,89,1017.7,9,310
"7976","DUBLIN AIRPORT",2017,11,29,7,2017-11-29 07:00:00,0,0.9,90,1017.9,10,310
"7977","DUBLIN AIRPORT",2017,11,29,8,2017-11-29 08:00:00,0,0.4,92,1018.4,10,300
"7978","DUBLIN AIRPORT",2017,11,29,9,2017-11-29 09:00:00,0,1.3,91,1018.3,11,300
"7979","DUBLIN AIRPORT",2017,11,29,10,2017-11-29 10:00:00,0,2.1,87,1018.5,12,310
"7980","DUBLIN AIRPORT",2017,11,29,11,2017-11-29 11:00:00,0,3.1,86,1018.9,12,310
"7981","DUBLIN AIRPORT",2017,11,29,12,2017-11-29 12:00:00,0,3.9,82,1018.5,14,330
"7982","DUBLIN AIRPORT",2017,11,29,13,2017-11-29 13:00:00,0,4.5,77,1018.7,14,330
"7983","DUBLIN AIRPORT",2017,11,29,14,2017-11-29 14:00:00,0,4.3,79,1018.9,16,320
"7984","DUBLIN AIRPORT",2017,11,29,15,2017-11-29 15:00:00,0,3.9,80,1019.3,14,330
"7985","DUBLIN AIRPORT",2017,11,29,16,2017-11-29 16:00:00,0,2.5,82,1019.9,11,320
"7986","DUBLIN AIRPORT",2017,11,29,17,2017-11-29 17:00:00,0,1.4,87,1020.2,9,320
"7987","DUBLIN AIRPORT",2017,11,29,18,2017-11-29 18:00:00,0,1.1,89,1020.7,10,300
"7988","DUBLIN AIRPORT",2017,11,29,19,2017-11-29 19:00:00,0,1,90,1021.1,10,290
"7989","DUBLIN AIRPORT",2017,11,29,20,2017-11-29 20:00:00,0,0.7,88,1021.1,10,300
"7990","DUBLIN AIRPORT",2017,11,29,21,2017-11-29 21:00:00,0,1.3,89,1021,10,280
"7991","DUBLIN AIRPORT",2017,11,29,22,2017-11-29 22:00:00,0,1.7,87,1020.5,12,290
"7992","DUBLIN AIRPORT",2017,11,29,23,2017-11-29 23:00:00,0,1.4,91,1020.4,12,290
"7993","DUBLIN AIRPORT",2017,11,30,0,2017-11-30,0,1.5,91,1020.3,12,290
"7994","DUBLIN AIRPORT",2017,11,30,1,2017-11-30 01:00:00,0,1.9,89,1020,12,300
"7995","DUBLIN AIRPORT",2017,11,30,2,2017-11-30 02:00:00,0,2.1,89,1019.9,12,300
"7996","DUBLIN AIRPORT",2017,11,30,3,2017-11-30 03:00:00,0,2.5,87,1019.7,12,290
"7997","DUBLIN AIRPORT",2017,11,30,4,2017-11-30 04:00:00,0,2.5,87,1019.5,12,300
"7998","DUBLIN AIRPORT",2017,11,30,5,2017-11-30 05:00:00,0,2.6,89,1019.3,11,300
"7999","DUBLIN AIRPORT",2017,11,30,6,2017-11-30 06:00:00,0,2.5,89,1019.2,11,300
"8000","DUBLIN AIRPORT",2017,11,30,7,2017-11-30 07:00:00,0,2.6,89,1019.3,12,300
"8001","DUBLIN AIRPORT",2017,11,30,8,2017-11-30 08:00:00,0,2.8,89,1019.6,12,300
"8002","DUBLIN AIRPORT",2017,11,30,9,2017-11-30 09:00:00,0,3,89,1019.7,10,300
"8003","DUBLIN AIRPORT",2017,11,30,10,2017-11-30 10:00:00,0,3.7,88,1019.4,10,300
"8004","DUBLIN AIRPORT",2017,11,30,11,2017-11-30 11:00:00,0,4.2,87,1019.6,12,300
"8005","DUBLIN AIRPORT",2017,11,30,12,2017-11-30 12:00:00,0.1,4.3,92,1019.7,13,300
"8006","DUBLIN AIRPORT",2017,11,30,13,2017-11-30 13:00:00,0,4.4,87,1019.5,13,330
"8007","DUBLIN AIRPORT",2017,11,30,14,2017-11-30 14:00:00,0,4.8,82,1019.6,11,320
"8008","DUBLIN AIRPORT",2017,11,30,15,2017-11-30 15:00:00,0,3.9,78,1020,13,340
"8009","DUBLIN AIRPORT",2017,11,30,16,2017-11-30 16:00:00,0,2.4,86,1020.6,12,340
"8010","DUBLIN AIRPORT",2017,11,30,17,2017-11-30 17:00:00,0,2.6,82,1021.1,10,320
"8011","DUBLIN AIRPORT",2017,11,30,18,2017-11-30 18:00:00,0,1.9,80,1021.9,9,310
"8012","DUBLIN AIRPORT",2017,11,30,19,2017-11-30 19:00:00,0,0.8,86,1022.5,9,320
"8013","DUBLIN AIRPORT",2017,11,30,20,2017-11-30 20:00:00,0,0.6,86,1023,9,320
"8014","DUBLIN AIRPORT",2017,11,30,21,2017-11-30 21:00:00,0,0.9,86,1023.7,9,310
"8015","DUBLIN AIRPORT",2017,11,30,22,2017-11-30 22:00:00,0,0,88,1024.3,8,310
"8016","DUBLIN AIRPORT",2017,11,30,23,2017-11-30 23:00:00,0,-0.2,88,1024.5,8,310
"8017","DUBLIN AIRPORT",2017,12,1,0,2017-12-01,0,-0.5,88,1025.1,7,310
"8018","DUBLIN AIRPORT",2017,12,1,1,2017-12-01 01:00:00,0,0.1,84,1025.5,9,310
"8019","DUBLIN AIRPORT",2017,12,1,2,2017-12-01 02:00:00,0,-0.7,87,1026.1,11,320
"8020","DUBLIN AIRPORT",2017,12,1,3,2017-12-01 03:00:00,0,-0.5,88,1026.6,11,320
"8021","DUBLIN AIRPORT",2017,12,1,4,2017-12-01 04:00:00,0,-0.6,88,1026.9,10,320
"8022","DUBLIN AIRPORT",2017,12,1,5,2017-12-01 05:00:00,0,-0.4,84,1027.5,9,320
"8023","DUBLIN AIRPORT",2017,12,1,6,2017-12-01 06:00:00,0,-0.2,84,1027.9,6,300
"8024","DUBLIN AIRPORT",2017,12,1,7,2017-12-01 07:00:00,0,-0.7,87,1028.4,8,300
"8025","DUBLIN AIRPORT",2017,12,1,8,2017-12-01 08:00:00,0,-0.3,86,1028.9,11,310
"8026","DUBLIN AIRPORT",2017,12,1,9,2017-12-01 09:00:00,0,0.2,86,1029.7,10,310
"8027","DUBLIN AIRPORT",2017,12,1,10,2017-12-01 10:00:00,0,1.7,81,1030,7,300
"8028","DUBLIN AIRPORT",2017,12,1,11,2017-12-01 11:00:00,0,2.7,81,1030.4,7,280
"8029","DUBLIN AIRPORT",2017,12,1,12,2017-12-01 12:00:00,0,3.4,80,1030.4,7,280
"8030","DUBLIN AIRPORT",2017,12,1,13,2017-12-01 13:00:00,0,4.6,77,1030.3,9,300
"8031","DUBLIN AIRPORT",2017,12,1,14,2017-12-01 14:00:00,0,4.7,78,1030.3,8,310
"8032","DUBLIN AIRPORT",2017,12,1,15,2017-12-01 15:00:00,0,4.3,84,1030.7,8,300
"8033","DUBLIN AIRPORT",2017,12,1,16,2017-12-01 16:00:00,0,3.4,85,1030.8,8,290
"8034","DUBLIN AIRPORT",2017,12,1,17,2017-12-01 17:00:00,0,3.5,85,1031.1,7,290
"8035","DUBLIN AIRPORT",2017,12,1,18,2017-12-01 18:00:00,0,3.8,85,1031.2,10,290
"8036","DUBLIN AIRPORT",2017,12,1,19,2017-12-01 19:00:00,0,3.6,85,1031.3,9,290
"8037","DUBLIN AIRPORT",2017,12,1,20,2017-12-01 20:00:00,0,2.8,89,1031.3,10,280
"8038","DUBLIN AIRPORT",2017,12,1,21,2017-12-01 21:00:00,0,2.9,91,1031.3,10,280
"8039","DUBLIN AIRPORT",2017,12,1,22,2017-12-01 22:00:00,0,2.9,91,1031,10,280
"8040","DUBLIN AIRPORT",2017,12,1,23,2017-12-01 23:00:00,0,3,95,1030.8,11,280
"8041","DUBLIN AIRPORT",2017,12,2,0,2017-12-02,0,3.4,98,1031,12,260
"8042","DUBLIN AIRPORT",2017,12,2,1,2017-12-02 01:00:00,0,3.2,100,1030.6,12,260
"8043","DUBLIN AIRPORT",2017,12,2,2,2017-12-02 02:00:00,0,4,98,1030.4,12,270
"8044","DUBLIN AIRPORT",2017,12,2,3,2017-12-02 03:00:00,0,4.5,100,1030.3,11,270
"8045","DUBLIN AIRPORT",2017,12,2,4,2017-12-02 04:00:00,0,4.6,98,1029.9,10,270
"8046","DUBLIN AIRPORT",2017,12,2,5,2017-12-02 05:00:00,0,4.9,98,1030,10,270
"8047","DUBLIN AIRPORT",2017,12,2,6,2017-12-02 06:00:00,0,4.9,98,1029.9,11,270
"8048","DUBLIN AIRPORT",2017,12,2,7,2017-12-02 07:00:00,0,4.9,100,1029.8,11,260
"8049","DUBLIN AIRPORT",2017,12,2,8,2017-12-02 08:00:00,0,4.9,100,1030,12,270
"8050","DUBLIN AIRPORT",2017,12,2,9,2017-12-02 09:00:00,0,5,100,1030.1,11,260
"8051","DUBLIN AIRPORT",2017,12,2,10,2017-12-02 10:00:00,0,5.7,100,1029.9,11,260
"8052","DUBLIN AIRPORT",2017,12,2,11,2017-12-02 11:00:00,0,6.1,97,1030,11,280
"8053","DUBLIN AIRPORT",2017,12,2,12,2017-12-02 12:00:00,0,6.5,95,1029.4,10,280
"8054","DUBLIN AIRPORT",2017,12,2,13,2017-12-02 13:00:00,0,6.6,94,1029.5,12,280
"8055","DUBLIN AIRPORT",2017,12,2,14,2017-12-02 14:00:00,0,6.5,97,1029.1,12,270
"8056","DUBLIN AIRPORT",2017,12,2,15,2017-12-02 15:00:00,0,6.9,96,1028.9,12,270
"8057","DUBLIN AIRPORT",2017,12,2,16,2017-12-02 16:00:00,0,7,94,1028.7,10,260
"8058","DUBLIN AIRPORT",2017,12,2,17,2017-12-02 17:00:00,0,6.8,96,1029,10,270
"8059","DUBLIN AIRPORT",2017,12,2,18,2017-12-02 18:00:00,0,6.2,97,1029,10,270
"8060","DUBLIN AIRPORT",2017,12,2,19,2017-12-02 19:00:00,0,6,97,1029.1,9,270
"8061","DUBLIN AIRPORT",2017,12,2,20,2017-12-02 20:00:00,0,5.8,98,1029.3,10,280
"8062","DUBLIN AIRPORT",2017,12,2,21,2017-12-02 21:00:00,0,5.7,97,1029.3,11,290
"8063","DUBLIN AIRPORT",2017,12,2,22,2017-12-02 22:00:00,0,5.5,97,1029.6,11,290
"8064","DUBLIN AIRPORT",2017,12,2,23,2017-12-02 23:00:00,0,5.8,97,1029.6,12,280
"8065","DUBLIN AIRPORT",2017,12,3,0,2017-12-03,0,6.4,95,1029.6,11,280
"8066","DUBLIN AIRPORT",2017,12,3,1,2017-12-03 01:00:00,0,6.3,97,1029.4,11,270
"8067","DUBLIN AIRPORT",2017,12,3,2,2017-12-03 02:00:00,0,6.5,94,1029.2,11,270
"8068","DUBLIN AIRPORT",2017,12,3,3,2017-12-03 03:00:00,0,5.8,95,1029.5,11,280
"8069","DUBLIN AIRPORT",2017,12,3,4,2017-12-03 04:00:00,0,6.7,96,1029.4,11,280
"8070","DUBLIN AIRPORT",2017,12,3,5,2017-12-03 05:00:00,0,6.9,94,1029.2,12,280
"8071","DUBLIN AIRPORT",2017,12,3,6,2017-12-03 06:00:00,0,6.8,97,1029.4,12,270
"8072","DUBLIN AIRPORT",2017,12,3,7,2017-12-03 07:00:00,0,7.1,97,1029.7,12,270
"8073","DUBLIN AIRPORT",2017,12,3,8,2017-12-03 08:00:00,0,7.3,99,1029.9,12,270
"8074","DUBLIN AIRPORT",2017,12,3,9,2017-12-03 09:00:00,0,7.7,97,1030.5,11,280
"8075","DUBLIN AIRPORT",2017,12,3,10,2017-12-03 10:00:00,0,7.7,99,1031,11,280
"8076","DUBLIN AIRPORT",2017,12,3,11,2017-12-03 11:00:00,0.1,8.2,99,1031.3,11,270
"8077","DUBLIN AIRPORT",2017,12,3,12,2017-12-03 12:00:00,0,8.5,99,1031.2,11,280
"8078","DUBLIN AIRPORT",2017,12,3,13,2017-12-03 13:00:00,0,8.9,96,1031,12,280
"8079","DUBLIN AIRPORT",2017,12,3,14,2017-12-03 14:00:00,0,9,96,1030.7,11,280
"8080","DUBLIN AIRPORT",2017,12,3,15,2017-12-03 15:00:00,0.1,8.9,96,1030.6,11,280
"8081","DUBLIN AIRPORT",2017,12,3,16,2017-12-03 16:00:00,0.3,8.7,97,1030.9,12,280
"8082","DUBLIN AIRPORT",2017,12,3,17,2017-12-03 17:00:00,0.2,8.6,97,1031.4,11,280
"8083","DUBLIN AIRPORT",2017,12,3,18,2017-12-03 18:00:00,0.1,8.3,97,1031.7,10,280
"8084","DUBLIN AIRPORT",2017,12,3,19,2017-12-03 19:00:00,0,8.3,96,1032.3,10,280
"8085","DUBLIN AIRPORT",2017,12,3,20,2017-12-03 20:00:00,0,8.2,93,1032.5,9,280
"8086","DUBLIN AIRPORT",2017,12,3,21,2017-12-03 21:00:00,0,8.2,92,1032.9,10,280
"8087","DUBLIN AIRPORT",2017,12,3,22,2017-12-03 22:00:00,0,8,92,1033.1,10,280
"8088","DUBLIN AIRPORT",2017,12,3,23,2017-12-03 23:00:00,0,7.7,93,1033.4,11,280
"8089","DUBLIN AIRPORT",2017,12,4,0,2017-12-04,0,7.6,90,1033.6,9,280
"8090","DUBLIN AIRPORT",2017,12,4,1,2017-12-04 01:00:00,0,7,93,1033.7,10,280
"8091","DUBLIN AIRPORT",2017,12,4,2,2017-12-04 02:00:00,0,7,91,1033.8,10,270
"8092","DUBLIN AIRPORT",2017,12,4,3,2017-12-04 03:00:00,0,6.9,93,1033.9,10,260
"8093","DUBLIN AIRPORT",2017,12,4,4,2017-12-04 04:00:00,0,6.7,94,1033.8,10,270
"8094","DUBLIN AIRPORT",2017,12,4,5,2017-12-04 05:00:00,0,6.6,95,1034.3,9,270
"8095","DUBLIN AIRPORT",2017,12,4,6,2017-12-04 06:00:00,0,6.5,94,1034.6,10,270
"8096","DUBLIN AIRPORT",2017,12,4,7,2017-12-04 07:00:00,0,6.2,95,1034.8,9,270
"8097","DUBLIN AIRPORT",2017,12,4,8,2017-12-04 08:00:00,0,6.5,95,1035.2,10,270
